,label,yes_vote,no_vote,argouml,apache-jmeter-2.10,jfreechart-1.0.19,sql12,jruby-1.4.0,jEdit-4.2,columba-1.4-src,code_ensemble
1100,no,1,6,no,no,no,no,no,yes,no,no
1101,no,0,7,no,no,no,no,no,no,no,no
1102,no,0,7,no,no,no,no,no,no,no,no
1103,no,0,7,no,no,no,no,no,no,no,no
1104,no,0,7,no,no,no,no,no,no,no,no
1105,no,0,7,no,no,no,no,no,no,no,no
1106,no,0,7,no,no,no,no,no,no,no,no
1107,no,0,7,no,no,no,no,no,no,no,no
1108,yes,2,5,no,no,yes,no,no,yes,no,no
1109,no,0,7,no,no,no,no,no,no,no,no
1110,no,0,7,no,no,no,no,no,no,no,no
1111,no,0,7,no,no,no,no,no,no,no,no
1112,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1113,no,1,6,no,no,no,no,no,yes,no,no
1114,no,0,7,no,no,no,no,no,no,no,no
1115,no,0,7,no,no,no,no,no,no,no,no
1116,no,0,7,no,no,no,no,no,no,no,no
1117,no,0,7,no,no,no,no,no,no,no,no
1118,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1119,no,0,7,no,no,no,no,no,no,no,no
1120,no,1,6,no,no,no,no,no,yes,no,no
1121,no,0,7,no,no,no,no,no,no,no,no
1122,no,0,7,no,no,no,no,no,no,no,no
1123,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1124,no,0,7,no,no,no,no,no,no,no,no
1125,no,0,7,no,no,no,no,no,no,no,no
1126,no,0,7,no,no,no,no,no,no,no,no
1127,no,0,7,no,no,no,no,no,no,no,no
1128,no,0,7,no,no,no,no,no,no,no,no
1129,no,0,7,no,no,no,no,no,no,no,no
1130,no,0,7,no,no,no,no,no,no,no,no
1131,no,0,7,no,no,no,no,no,no,no,no
1132,no,0,7,no,no,no,no,no,no,no,no
1133,yes,6,1,yes,yes,yes,yes,yes,no,yes,yes
1134,no,0,7,no,no,no,no,no,no,no,no
1135,no,0,7,no,no,no,no,no,no,no,no
1136,no,0,7,no,no,no,no,no,no,no,no
1137,no,0,7,no,no,no,no,no,no,no,no
1138,no,1,6,no,no,no,no,no,yes,no,no
1139,yes,0,7,no,no,no,no,no,no,no,no
1140,no,0,7,no,no,no,no,no,no,no,no
1141,no,0,7,no,no,no,no,no,no,no,no
1142,no,0,7,no,no,no,no,no,no,no,no
1143,no,0,7,no,no,no,no,no,no,no,no
1144,no,0,7,no,no,no,no,no,no,no,no
1145,no,1,6,no,no,yes,no,no,no,no,no
1146,no,0,7,no,no,no,no,no,no,no,no
1147,no,0,7,no,no,no,no,no,no,no,no
1148,yes,0,7,no,no,no,no,no,no,no,no
1149,no,0,7,no,no,no,no,no,no,no,no
1150,yes,0,7,no,no,no,no,no,no,no,no
1151,no,1,6,no,no,no,no,no,yes,no,no
1152,no,0,7,no,no,no,no,no,no,no,no
1153,no,0,7,no,no,no,no,no,no,no,no
1154,no,0,7,no,no,no,no,no,no,no,no
1155,no,0,7,no,no,no,no,no,no,no,no
1156,yes,6,1,yes,yes,yes,yes,no,yes,yes,yes
1157,no,0,7,no,no,no,no,no,no,no,no
1158,no,0,7,no,no,no,no,no,no,no,no
1159,no,0,7,no,no,no,no,no,no,no,no
1160,yes,0,7,no,no,no,no,no,no,no,no
1161,no,0,7,no,no,no,no,no,no,no,no
1162,no,0,7,no,no,no,no,no,no,no,no
1163,no,0,7,no,no,no,no,no,no,no,no
1164,no,1,6,no,no,yes,no,no,no,no,no
1165,no,0,7,no,no,no,no,no,no,no,no
1166,no,0,7,no,no,no,no,no,no,no,no
1167,no,0,7,no,no,no,no,no,no,no,no
1168,yes,5,2,yes,no,yes,no,yes,yes,yes,yes
1169,no,0,7,no,no,no,no,no,no,no,no
1170,no,0,7,no,no,no,no,no,no,no,no
1171,no,0,7,no,no,no,no,no,no,no,no
1172,no,0,7,no,no,no,no,no,no,no,no
1173,no,0,7,no,no,no,no,no,no,no,no
1174,no,0,7,no,no,no,no,no,no,no,no
1175,no,0,7,no,no,no,no,no,no,no,no
1176,no,0,7,no,no,no,no,no,no,no,no
1177,no,1,6,yes,no,no,no,no,no,no,no
1178,no,0,7,no,no,no,no,no,no,no,no
1179,no,0,7,no,no,no,no,no,no,no,no
1180,no,1,6,no,no,yes,no,no,no,no,no
1181,no,0,7,no,no,no,no,no,no,no,no
1182,no,0,7,no,no,no,no,no,no,no,no
1183,no,0,7,no,no,no,no,no,no,no,no
1184,no,0,7,no,no,no,no,no,no,no,no
1185,no,0,7,no,no,no,no,no,no,no,no
1186,no,0,7,no,no,no,no,no,no,no,no
1187,no,1,6,no,no,no,no,no,yes,no,no
1188,no,0,7,no,no,no,no,no,no,no,no
1189,no,0,7,no,no,no,no,no,no,no,no
1190,yes,0,7,no,no,no,no,no,no,no,no
1191,no,1,6,no,no,no,no,no,yes,no,no
1192,no,0,7,no,no,no,no,no,no,no,no
1193,no,0,7,no,no,no,no,no,no,no,no
1194,no,0,7,no,no,no,no,no,no,no,no
1195,no,0,7,no,no,no,no,no,no,no,no
1196,yes,5,2,no,yes,yes,yes,yes,no,yes,yes
1197,no,0,7,no,no,no,no,no,no,no,no
1198,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1199,no,0,7,no,no,no,no,no,no,no,no
1200,no,0,7,no,no,no,no,no,no,no,no
1201,no,0,7,no,no,no,no,no,no,no,no
1202,no,0,7,no,no,no,no,no,no,no,no
1203,no,0,7,no,no,no,no,no,no,no,no
1204,no,0,7,no,no,no,no,no,no,no,no
1205,no,0,7,no,no,no,no,no,no,no,no
1206,no,0,7,no,no,no,no,no,no,no,no
1207,no,0,7,no,no,no,no,no,no,no,no
1208,no,0,7,no,no,no,no,no,no,no,no
1209,yes,1,6,no,no,no,no,yes,no,no,no
1210,yes,0,7,no,no,no,no,no,no,no,no
1211,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1212,yes,1,6,no,no,no,yes,no,no,no,no
1213,no,0,7,no,no,no,no,no,no,no,no
1214,no,0,7,no,no,no,no,no,no,no,no
1215,no,0,7,no,no,no,no,no,no,no,no
1216,no,0,7,no,no,no,no,no,no,no,no
1217,no,0,7,no,no,no,no,no,no,no,no
1218,no,0,7,no,no,no,no,no,no,no,no
1219,no,0,7,no,no,no,no,no,no,no,no
1220,no,0,7,no,no,no,no,no,no,no,no
1221,yes,4,3,yes,no,no,yes,yes,no,yes,yes
1222,no,3,4,yes,no,no,yes,no,yes,no,no
1223,no,0,7,no,no,no,no,no,no,no,no
1224,no,0,7,no,no,no,no,no,no,no,no
1225,no,0,7,no,no,no,no,no,no,no,no
1226,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1227,no,0,7,no,no,no,no,no,no,no,no
1228,no,0,7,no,no,no,no,no,no,no,no
1229,no,0,7,no,no,no,no,no,no,no,no
1230,no,0,7,no,no,no,no,no,no,no,no
1231,no,0,7,no,no,no,no,no,no,no,no
1232,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1233,no,0,7,no,no,no,no,no,no,no,no
1234,no,0,7,no,no,no,no,no,no,no,no
1235,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1236,no,0,7,no,no,no,no,no,no,no,no
1237,no,0,7,no,no,no,no,no,no,no,no
1238,no,0,7,no,no,no,no,no,no,no,no
1239,no,0,7,no,no,no,no,no,no,no,no
1240,no,0,7,no,no,no,no,no,no,no,no
1241,no,0,7,no,no,no,no,no,no,no,no
1242,no,0,7,no,no,no,no,no,no,no,no
1243,no,0,7,no,no,no,no,no,no,no,no
1244,no,1,6,no,no,no,no,no,yes,no,no
1245,no,0,7,no,no,no,no,no,no,no,no
1246,no,0,7,no,no,no,no,no,no,no,no
1247,no,1,6,no,no,no,no,yes,no,no,no
1248,no,0,7,no,no,no,no,no,no,no,no
1249,no,0,7,no,no,no,no,no,no,no,no
1250,no,1,6,no,no,no,no,no,no,yes,no
1251,no,0,7,no,no,no,no,no,no,no,no
1252,yes,6,1,yes,yes,yes,yes,yes,no,yes,yes
1253,no,0,7,no,no,no,no,no,no,no,no
1254,no,0,7,no,no,no,no,no,no,no,no
1255,no,0,7,no,no,no,no,no,no,no,no
1256,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1257,no,0,7,no,no,no,no,no,no,no,no
1258,no,0,7,no,no,no,no,no,no,no,no
1259,no,0,7,no,no,no,no,no,no,no,no
1260,no,0,7,no,no,no,no,no,no,no,no
1261,no,0,7,no,no,no,no,no,no,no,no
1262,no,0,7,no,no,no,no,no,no,no,no
1263,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1264,no,0,7,no,no,no,no,no,no,no,no
1265,no,0,7,no,no,no,no,no,no,no,no
1266,no,0,7,no,no,no,no,no,no,no,no
1267,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1268,no,0,7,no,no,no,no,no,no,no,no
1269,no,0,7,no,no,no,no,no,no,no,no
1270,no,0,7,no,no,no,no,no,no,no,no
1271,no,0,7,no,no,no,no,no,no,no,no
1272,no,0,7,no,no,no,no,no,no,no,no
1273,yes,6,1,yes,yes,yes,yes,yes,no,yes,yes
1274,no,0,7,no,no,no,no,no,no,no,no
1275,yes,6,1,yes,yes,yes,yes,yes,no,yes,yes
1276,no,0,7,no,no,no,no,no,no,no,no
1277,no,0,7,no,no,no,no,no,no,no,no
1278,no,0,7,no,no,no,no,no,no,no,no
1279,no,0,7,no,no,no,no,no,no,no,no
1280,no,0,7,no,no,no,no,no,no,no,no
1281,no,0,7,no,no,no,no,no,no,no,no
1282,no,0,7,no,no,no,no,no,no,no,no
1283,no,0,7,no,no,no,no,no,no,no,no
1284,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1285,no,0,7,no,no,no,no,no,no,no,no
1286,no,0,7,no,no,no,no,no,no,no,no
1287,no,0,7,no,no,no,no,no,no,no,no
1288,no,0,7,no,no,no,no,no,no,no,no
1289,no,1,6,no,no,no,no,no,no,yes,no
1290,no,0,7,no,no,no,no,no,no,no,no
1291,no,0,7,no,no,no,no,no,no,no,no
1292,no,0,7,no,no,no,no,no,no,no,no
1293,no,0,7,no,no,no,no,no,no,no,no
1294,no,1,6,yes,no,no,no,no,no,no,no
1295,no,0,7,no,no,no,no,no,no,no,no
1296,no,0,7,no,no,no,no,no,no,no,no
1297,no,0,7,no,no,no,no,no,no,no,no
1298,yes,1,6,no,no,yes,no,no,no,no,no
1299,no,0,7,no,no,no,no,no,no,no,no
1300,no,0,7,no,no,no,no,no,no,no,no
1301,no,0,7,no,no,no,no,no,no,no,no
1302,no,0,7,no,no,no,no,no,no,no,no
1303,no,0,7,no,no,no,no,no,no,no,no
1304,no,1,6,no,no,yes,no,no,no,no,no
1305,no,0,7,no,no,no,no,no,no,no,no
1306,no,0,7,no,no,no,no,no,no,no,no
1307,no,1,6,no,no,no,no,no,yes,no,no
1308,no,0,7,no,no,no,no,no,no,no,no
1309,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1310,no,0,7,no,no,no,no,no,no,no,no
1311,no,0,7,no,no,no,no,no,no,no,no
1312,yes,4,3,yes,no,yes,no,yes,yes,no,yes
1313,no,0,7,no,no,no,no,no,no,no,no
1314,no,0,7,no,no,no,no,no,no,no,no
1315,no,0,7,no,no,no,no,no,no,no,no
1316,no,0,7,no,no,no,no,no,no,no,no
1317,no,1,6,no,no,no,no,no,yes,no,no
1318,no,0,7,no,no,no,no,no,no,no,no
1319,no,0,7,no,no,no,no,no,no,no,no
1320,yes,5,2,yes,yes,yes,no,yes,no,yes,yes
1321,no,2,5,no,no,no,no,no,yes,yes,no
1322,no,0,7,no,no,no,no,no,no,no,no
1323,no,0,7,no,no,no,no,no,no,no,no
1324,no,0,7,no,no,no,no,no,no,no,no
1325,no,0,7,no,no,no,no,no,no,no,no
1326,yes,5,2,yes,yes,no,yes,yes,no,yes,yes
1327,no,0,7,no,no,no,no,no,no,no,no
1328,no,0,7,no,no,no,no,no,no,no,no
1329,no,0,7,no,no,no,no,no,no,no,no
1330,no,0,7,no,no,no,no,no,no,no,no
1331,no,0,7,no,no,no,no,no,no,no,no
1332,no,0,7,no,no,no,no,no,no,no,no
1333,no,1,6,no,yes,no,no,no,no,no,no
1334,no,0,7,no,no,no,no,no,no,no,no
1335,no,0,7,no,no,no,no,no,no,no,no
1336,no,1,6,no,no,no,no,no,yes,no,no
1337,no,0,7,no,no,no,no,no,no,no,no
1338,yes,2,5,no,yes,no,no,no,yes,no,no
1339,no,0,7,no,no,no,no,no,no,no,no
1340,no,0,7,no,no,no,no,no,no,no,no
1341,no,0,7,no,no,no,no,no,no,no,no
1342,no,0,7,no,no,no,no,no,no,no,no
1343,no,0,7,no,no,no,no,no,no,no,no
1344,yes,0,7,no,no,no,no,no,no,no,no
1345,no,1,6,no,yes,no,no,no,no,no,no
1346,no,0,7,no,no,no,no,no,no,no,no
1347,no,1,6,yes,no,no,no,no,no,no,no
1348,no,0,7,no,no,no,no,no,no,no,no
1349,yes,0,7,no,no,no,no,no,no,no,no
1350,no,0,7,no,no,no,no,no,no,no,no
1351,no,0,7,no,no,no,no,no,no,no,no
1352,no,0,7,no,no,no,no,no,no,no,no
1353,no,1,6,no,no,no,no,no,no,yes,no
1354,no,0,7,no,no,no,no,no,no,no,no
1355,no,0,7,no,no,no,no,no,no,no,no
1356,no,0,7,no,no,no,no,no,no,no,no
1357,no,0,7,no,no,no,no,no,no,no,no
1358,no,0,7,no,no,no,no,no,no,no,no
1359,no,0,7,no,no,no,no,no,no,no,no
1360,no,0,7,no,no,no,no,no,no,no,no
1361,no,1,6,no,no,no,no,no,yes,no,no
1362,no,0,7,no,no,no,no,no,no,no,no
1363,no,0,7,no,no,no,no,no,no,no,no
1364,no,0,7,no,no,no,no,no,no,no,no
1365,no,0,7,no,no,no,no,no,no,no,no
1366,no,0,7,no,no,no,no,no,no,no,no
1367,no,0,7,no,no,no,no,no,no,no,no
1368,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1369,no,0,7,no,no,no,no,no,no,no,no
1370,no,0,7,no,no,no,no,no,no,no,no
1371,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1372,no,0,7,no,no,no,no,no,no,no,no
1373,yes,1,6,no,no,no,no,no,no,yes,no
1374,no,0,7,no,no,no,no,no,no,no,no
1375,no,0,7,no,no,no,no,no,no,no,no
1376,no,1,6,no,yes,no,no,no,no,no,no
1377,no,0,7,no,no,no,no,no,no,no,no
1378,no,0,7,no,no,no,no,no,no,no,no
1379,no,0,7,no,no,no,no,no,no,no,no
1380,no,0,7,no,no,no,no,no,no,no,no
1381,no,0,7,no,no,no,no,no,no,no,no
1382,no,0,7,no,no,no,no,no,no,no,no
1383,no,0,7,no,no,no,no,no,no,no,no
1384,yes,4,3,yes,no,no,yes,yes,no,yes,yes
1385,no,2,5,no,no,yes,no,yes,no,no,no
1386,no,0,7,no,no,no,no,no,no,no,no
1387,no,0,7,no,no,no,no,no,no,no,no
1388,no,0,7,no,no,no,no,no,no,no,no
1389,no,0,7,no,no,no,no,no,no,no,no
1390,no,0,7,no,no,no,no,no,no,no,no
1391,no,0,7,no,no,no,no,no,no,no,no
1392,no,1,6,no,no,no,yes,no,no,no,no
1393,no,0,7,no,no,no,no,no,no,no,no
1394,no,0,7,no,no,no,no,no,no,no,no
1395,no,6,1,yes,yes,yes,yes,yes,yes,no,yes
1396,no,0,7,no,no,no,no,no,no,no,no
1397,yes,6,1,yes,yes,yes,yes,yes,no,yes,yes
1398,no,0,7,no,no,no,no,no,no,no,no
1399,no,0,7,no,no,no,no,no,no,no,no
1400,yes,0,7,no,no,no,no,no,no,no,no
1401,no,0,7,no,no,no,no,no,no,no,no
1402,no,0,7,no,no,no,no,no,no,no,no
1403,yes,1,6,yes,no,no,no,no,no,no,no
1404,yes,6,1,yes,yes,yes,yes,yes,yes,no,yes
1405,no,0,7,no,no,no,no,no,no,no,no
1406,no,0,7,no,no,no,no,no,no,no,no
1407,no,0,7,no,no,no,no,no,no,no,no
1408,no,0,7,no,no,no,no,no,no,no,no
1409,no,0,7,no,no,no,no,no,no,no,no
1410,no,0,7,no,no,no,no,no,no,no,no
1411,no,0,7,no,no,no,no,no,no,no,no
1412,no,0,7,no,no,no,no,no,no,no,no
1413,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1414,no,1,6,no,no,yes,no,no,no,no,no
1415,no,0,7,no,no,no,no,no,no,no,no
1416,no,0,7,no,no,no,no,no,no,no,no
1417,no,0,7,no,no,no,no,no,no,no,no
1418,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1419,no,0,7,no,no,no,no,no,no,no,no
1420,no,0,7,no,no,no,no,no,no,no,no
1421,yes,6,1,yes,yes,yes,no,yes,yes,yes,yes
1422,no,0,7,no,no,no,no,no,no,no,no
1423,no,0,7,no,no,no,no,no,no,no,no
1424,yes,6,1,yes,yes,yes,yes,no,yes,yes,yes
1425,no,0,7,no,no,no,no,no,no,no,no
1426,no,0,7,no,no,no,no,no,no,no,no
1427,no,1,6,no,no,no,no,no,yes,no,no
1428,yes,5,2,no,yes,yes,yes,yes,no,yes,yes
1429,no,0,7,no,no,no,no,no,no,no,no
1430,no,0,7,no,no,no,no,no,no,no,no
1431,no,0,7,no,no,no,no,no,no,no,no
1432,no,0,7,no,no,no,no,no,no,no,no
1433,no,1,6,no,no,no,no,no,yes,no,no
1434,no,0,7,no,no,no,no,no,no,no,no
1435,no,0,7,no,no,no,no,no,no,no,no
1436,no,0,7,no,no,no,no,no,no,no,no
1437,no,0,7,no,no,no,no,no,no,no,no
1438,no,0,7,no,no,no,no,no,no,no,no
1439,no,0,7,no,no,no,no,no,no,no,no
1440,no,0,7,no,no,no,no,no,no,no,no
1441,no,1,6,no,yes,no,no,no,no,no,no
1442,no,1,6,no,no,no,no,no,yes,no,no
1443,yes,6,1,yes,yes,yes,yes,yes,no,yes,yes
1444,no,0,7,no,no,no,no,no,no,no,no
1445,no,0,7,no,no,no,no,no,no,no,no
1446,no,0,7,no,no,no,no,no,no,no,no
1447,no,0,7,no,no,no,no,no,no,no,no
1448,no,0,7,no,no,no,no,no,no,no,no
1449,no,0,7,no,no,no,no,no,no,no,no
1450,no,0,7,no,no,no,no,no,no,no,no
1451,no,0,7,no,no,no,no,no,no,no,no
1452,no,1,6,yes,no,no,no,no,no,no,no
1453,no,0,7,no,no,no,no,no,no,no,no
1454,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1455,no,2,5,no,no,no,yes,yes,no,no,no
1456,no,0,7,no,no,no,no,no,no,no,no
1457,no,0,7,no,no,no,no,no,no,no,no
1458,no,0,7,no,no,no,no,no,no,no,no
1459,no,0,7,no,no,no,no,no,no,no,no
1460,no,0,7,no,no,no,no,no,no,no,no
1461,no,0,7,no,no,no,no,no,no,no,no
1462,no,0,7,no,no,no,no,no,no,no,no
1463,no,1,6,no,no,no,no,no,yes,no,no
1464,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1465,no,0,7,no,no,no,no,no,no,no,no
1466,no,0,7,no,no,no,no,no,no,no,no
1467,yes,0,7,no,no,no,no,no,no,no,no
1468,no,0,7,no,no,no,no,no,no,no,no
1469,no,0,7,no,no,no,no,no,no,no,no
1470,no,0,7,no,no,no,no,no,no,no,no
1471,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1472,no,0,7,no,no,no,no,no,no,no,no
1473,no,0,7,no,no,no,no,no,no,no,no
1474,no,0,7,no,no,no,no,no,no,no,no
1475,no,1,6,no,no,no,no,no,yes,no,no
1476,no,0,7,no,no,no,no,no,no,no,no
1477,no,0,7,no,no,no,no,no,no,no,no
1478,no,0,7,no,no,no,no,no,no,no,no
1479,no,0,7,no,no,no,no,no,no,no,no
1480,no,0,7,no,no,no,no,no,no,no,no
1481,no,0,7,no,no,no,no,no,no,no,no
1482,no,0,7,no,no,no,no,no,no,no,no
1483,no,0,7,no,no,no,no,no,no,no,no
1484,no,0,7,no,no,no,no,no,no,no,no
1485,no,0,7,no,no,no,no,no,no,no,no
1486,no,1,6,yes,no,no,no,no,no,no,no
1487,no,0,7,no,no,no,no,no,no,no,no
1488,no,0,7,no,no,no,no,no,no,no,no
1489,no,0,7,no,no,no,no,no,no,no,no
1490,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1491,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1492,no,0,7,no,no,no,no,no,no,no,no
1493,no,0,7,no,no,no,no,no,no,no,no
1494,yes,2,5,no,no,yes,no,no,yes,no,no
1495,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1496,yes,6,1,yes,yes,yes,yes,yes,no,yes,yes
1497,no,0,7,no,no,no,no,no,no,no,no
1498,no,0,7,no,no,no,no,no,no,no,no
1499,no,0,7,no,no,no,no,no,no,no,no
1500,no,0,7,no,no,no,no,no,no,no,no
1501,no,1,6,yes,no,no,no,no,no,no,no
1502,no,0,7,no,no,no,no,no,no,no,no
1503,no,0,7,no,no,no,no,no,no,no,no
1504,no,0,7,no,no,no,no,no,no,no,no
1505,yes,5,2,no,no,yes,yes,yes,yes,yes,yes
1506,no,0,7,no,no,no,no,no,no,no,no
1507,no,0,7,no,no,no,no,no,no,no,no
1508,no,0,7,no,no,no,no,no,no,no,no
1509,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1510,yes,6,1,yes,no,yes,yes,yes,yes,yes,yes
1511,no,0,7,no,no,no,no,no,no,no,no
1512,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1513,no,0,7,no,no,no,no,no,no,no,no
1514,no,0,7,no,no,no,no,no,no,no,no
1515,no,0,7,no,no,no,no,no,no,no,no
1516,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1517,no,0,7,no,no,no,no,no,no,no,no
1518,no,0,7,no,no,no,no,no,no,no,no
1519,no,0,7,no,no,no,no,no,no,no,no
1520,no,0,7,no,no,no,no,no,no,no,no
1521,no,0,7,no,no,no,no,no,no,no,no
1522,no,0,7,no,no,no,no,no,no,no,no
1523,no,0,7,no,no,no,no,no,no,no,no
1524,no,0,7,no,no,no,no,no,no,no,no
1525,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1526,no,0,7,no,no,no,no,no,no,no,no
1527,no,0,7,no,no,no,no,no,no,no,no
1528,no,0,7,no,no,no,no,no,no,no,no
1529,no,1,6,no,no,no,no,no,yes,no,no
1530,yes,6,1,yes,yes,yes,yes,yes,no,yes,yes
1531,yes,1,6,no,no,no,no,no,yes,no,no
1532,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1533,yes,0,7,no,no,no,no,no,no,no,no
1534,no,0,7,no,no,no,no,no,no,no,no
1535,no,0,7,no,no,no,no,no,no,no,no
1536,no,1,6,no,no,no,no,yes,no,no,no
1537,no,0,7,no,no,no,no,no,no,no,no
1538,no,0,7,no,no,no,no,no,no,no,no
1539,no,0,7,no,no,no,no,no,no,no,no
1540,no,0,7,no,no,no,no,no,no,no,no
1541,yes,5,2,yes,yes,yes,no,yes,no,yes,yes
1542,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1543,no,1,6,no,no,no,no,no,yes,no,no
1544,no,0,7,no,no,no,no,no,no,no,no
1545,no,0,7,no,no,no,no,no,no,no,no
1546,yes,6,1,no,yes,yes,yes,yes,yes,yes,yes
1547,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1548,no,0,7,no,no,no,no,no,no,no,no
1549,no,0,7,no,no,no,no,no,no,no,no
1550,no,0,7,no,no,no,no,no,no,no,no
1551,no,0,7,no,no,no,no,no,no,no,no
1552,no,0,7,no,no,no,no,no,no,no,no
1553,no,0,7,no,no,no,no,no,no,no,no
1554,no,0,7,no,no,no,no,no,no,no,no
1555,no,3,4,no,no,yes,no,no,yes,yes,no
1556,no,0,7,no,no,no,no,no,no,no,no
1557,no,0,7,no,no,no,no,no,no,no,no
1558,no,0,7,no,no,no,no,no,no,no,no
1559,no,0,7,no,no,no,no,no,no,no,no
1560,no,0,7,no,no,no,no,no,no,no,no
1561,no,0,7,no,no,no,no,no,no,no,no
1562,no,1,6,no,yes,no,no,no,no,no,no
1563,no,0,7,no,no,no,no,no,no,no,no
1564,no,0,7,no,no,no,no,no,no,no,no
1565,no,0,7,no,no,no,no,no,no,no,no
1566,yes,6,1,yes,yes,yes,yes,yes,no,yes,yes
1567,no,0,7,no,no,no,no,no,no,no,no
1568,no,0,7,no,no,no,no,no,no,no,no
1569,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1570,no,0,7,no,no,no,no,no,no,no,no
1571,no,0,7,no,no,no,no,no,no,no,no
1572,yes,6,1,no,yes,yes,yes,yes,yes,yes,yes
1573,no,2,5,no,yes,no,no,yes,no,no,no
1574,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1575,no,0,7,no,no,no,no,no,no,no,no
1576,no,0,7,no,no,no,no,no,no,no,no
1577,no,0,7,no,no,no,no,no,no,no,no
1578,no,1,6,yes,no,no,no,no,no,no,no
1579,no,0,7,no,no,no,no,no,no,no,no
1580,yes,1,6,no,no,yes,no,no,no,no,no
1581,no,0,7,no,no,no,no,no,no,no,no
1582,no,0,7,no,no,no,no,no,no,no,no
1583,yes,2,5,no,no,yes,no,no,yes,no,no
1584,no,2,5,no,no,no,no,yes,no,yes,no
1585,no,0,7,no,no,no,no,no,no,no,no
1586,no,0,7,no,no,no,no,no,no,no,no
1587,no,0,7,no,no,no,no,no,no,no,no
1588,no,1,6,no,no,no,no,no,yes,no,no
1589,no,0,7,no,no,no,no,no,no,no,no
1590,no,0,7,no,no,no,no,no,no,no,no
1591,yes,0,7,no,no,no,no,no,no,no,no
1592,no,0,7,no,no,no,no,no,no,no,no
1593,no,0,7,no,no,no,no,no,no,no,no
1594,no,0,7,no,no,no,no,no,no,no,no
1595,no,0,7,no,no,no,no,no,no,no,no
1596,no,0,7,no,no,no,no,no,no,no,no
1597,no,0,7,no,no,no,no,no,no,no,no
1598,no,0,7,no,no,no,no,no,no,no,no
1599,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1600,yes,6,1,yes,yes,yes,yes,yes,no,yes,yes
1601,no,0,7,no,no,no,no,no,no,no,no
1602,no,0,7,no,no,no,no,no,no,no,no
1603,no,0,7,no,no,no,no,no,no,no,no
1604,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1605,no,0,7,no,no,no,no,no,no,no,no
1606,yes,5,2,no,no,yes,yes,yes,yes,yes,yes
1607,no,0,7,no,no,no,no,no,no,no,no
1608,no,1,6,no,no,no,no,no,yes,no,no
1609,no,0,7,no,no,no,no,no,no,no,no
1610,no,0,7,no,no,no,no,no,no,no,no
1611,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1612,no,0,7,no,no,no,no,no,no,no,no
1613,no,3,4,no,no,yes,no,yes,yes,no,no
1614,yes,1,6,yes,no,no,no,no,no,no,no
1615,no,0,7,no,no,no,no,no,no,no,no
1616,no,0,7,no,no,no,no,no,no,no,no
1617,no,0,7,no,no,no,no,no,no,no,no
1618,no,0,7,no,no,no,no,no,no,no,no
1619,no,0,7,no,no,no,no,no,no,no,no
1620,no,0,7,no,no,no,no,no,no,no,no
1621,no,0,7,no,no,no,no,no,no,no,no
1622,no,0,7,no,no,no,no,no,no,no,no
1623,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1624,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
1625,no,0,7,no,no,no,no,no,no,no,no
1626,no,0,7,no,no,no,no,no,no,no,no
1627,no,0,7,no,no,no,no,no,no,no,no
1628,no,0,7,no,no,no,no,no,no,no,no
1629,no,0,7,no,no,no,no,no,no,no,no
